stop_id,stop_code,stop_name,stop_lat,stop_lon
113078,113078,OGLETHORPE AVE SW@LAWTON ST SW,33.735711,-84.422216
113080,113080,RALPH DAVID ABERNATH BLVD@ATWOOD S,33.738823,-84.428886
113082,113082,RALPH DAVID ABERNATH BLVD@HOPKINS,33.739014,-84.430542
113084,113084,RALPH D ABERNATHY BLVD @ LANGHORN ST,33.739109,-84.432259
113086,113086,OGLETHORPE AVE @ JOSEPH E LOWERY BLVD,33.735917,-84.417404
113088,113088,OGLETHORPE AVE SW@VICTORIA PL SW,33.735995,-84.4167
113090,113090,OGLETHORPE AVE SW @ VICTORIA PL SW,33.735765,-84.416619
113092,113092,JOSEPH E LOWERY BLVD @ RALPH D ABERNATHY BLVD,33.737862,-84.417446
113094,113094,JOSEPH E LOWERY BLVD @ 577,33.739506,-84.417569
113096,113096,JOSEPH E LOWERY BLVD @ OAK ST SW,33.740061,-84.41757
113098,113098,JOSEPH E LOWERY BLVD @ 577,33.739363,-84.417743
113100,113100,JOSEPH E LOWERY BLVD @ RALPH D ABERNATHY BLVD,33.738267,-84.417826
113102,113102,RALPH DAVID ABERNATH BLVD@HOPKINS,33.738682,-84.431023
113104,113104,RALPH DAVID ABERNATH BLVD@ATWOOD ST,33.738514,-84.429649
113106,113106,RALPH DAVID ABERNATH BLVD@HOLDERNE,33.7384,-84.428062
113108,113108,RALPH DAVID ABERNATH BLVD@GRADY PL,33.738178,-84.426865
113110,113110,RALPH DAVID ABERNATH BLVD@QUEEN ST,33.738273,-84.425617
113112,113112,RALPH DAVID ABERNATH BLVD@LAWTON S,33.738094,-84.423538
113114,113114,RALPH DAVID ABERNATH BLVD@CULBERSO,33.737961,-84.422081
113116,113116,RALPH DAVID ABERNATH BLVD@PEEPLES,33.737728,-84.4207
113118,113118,RALPH DAVID ABERNATH BLVD@GORDON P,33.737705,-84.419533
113120,113120,RALPH DAVID ABERNATH BLVD SW@ASHBY,33.737913,-84.418205
113122,113122,RALPH DAVID ABERNATH BLVD SW@EVANS,33.737938,-84.415894
113128,113128,JOSEPH E LOWERY BLVD @ OGLETHROPE AVE,33.7365,-84.41777
113136,113136,LAWTON ST SW@RICHLAND RD SW,33.730347,-84.423683
113138,113138,LAWTON ST SW@MONTREAT AVE SW,33.729691,-84.423691
113140,113140,LAWTON ST SW@MERRILL AVE SW,33.728668,-84.423637
113142,113142,MERRILL AVE SW@HALL ST SW,33.728714,-84.425438
113144,113144,MERRILL AVE SW@OAKLAND DR SW,33.728752,-84.427017
113146,113146,OAKLAND DR SW@LADD ST SW,33.727409,-84.427521
113148,113148,OAKLAND DR SW@MERRILL AVE SW,33.728374,-84.427063
113150,113150,MERRILL AVE SW@HALL ST SW,33.728359,-84.425644
113152,113152,MERRILL AVE SW@LAWTON ST SW,33.728298,-84.423676
113154,113154,LAWTON ST SW@MONTREAT AVE SW,33.729511,-84.423279
113156,113156,LAWTON ST SW@RICHLAND RD SW,33.730488,-84.423294
113165,113165,RALPH DAVID ABERNATH BLVD@LEE ST,33.738456,-84.414819
113166,113166,RALPH DAVID ABERNATH BLVD SW@DUNN S,33.738338,-84.416122
113174,113174,OGLETHORPE AVE SW@LAWTON ST SW,33.735976,-84.422014
113180,113180,BEECHER ST@ATWOOD ST,33.733436,-84.429001
114006,114006,YORK AVE SW @ EVANS ST SW,33.737091,-84.415588
114014,114014,RALPH DAVID ABERNATH BLVD@MURPHY A,33.738449,-84.411743
114016,114016,RALPH DAVID ABERNATH BLVD@MURPHY A,33.737907,-84.411713
114050,114050,LEE ST SW@OAK ST SW,33.741009,-84.414238
114054,114054,LEE ST SW@RALPH DAVID ABERNATH BLVD,33.73949,-84.414362
114056,114056,LEE ST@RALPH DAVID ABERNATH BLVD,33.738354,-84.414299
114068,114068,METROPOLITAN PKY SW@BROOKLINE ST SW,33.727154,-84.408112
114071,114071,METROPOLITAN PKY SW@ELBERT ST SW,33.728874,-84.408164
114072,114072,METROPOLITAN PKY SW@PEARCE ST SW,33.729703,-84.40807
114074,114074,METROPOLITAN PKY SW@HOPE ST SW,33.730354,-84.407906
114076,114076,METROPOLITAN PKY SW@ROCKWELL ST SW,33.731834,-84.40831
114077,114077,METROPOLITAN PKY SW@HOPE ST SW,33.730682,-84.408157
114078,114078,METROPOLITAN PKY SW@CHRISTMAN ST SW,33.736042,-84.408287
114079,114079,METROPOLITAN PKY SW@SHELTON AVE SW,33.734742,-84.408351
114080,114080,METROPOLITAN PKY@BRONNER BROS WAY,33.737141,-84.408295
114082,114082,RALPH DAVID ABERNATH@WHITEHALL S,33.738096,-84.413158
114088,114088,METROPOLITAN PKY SW@BROOKLINE ST SW,33.727286,-84.407664
114089,114089,METROPOLITAN PKY SW@ARTHUR ST SW,33.727967,-84.407812
114092,114092,METROPOLITAN PKY SW@MARY ST SW,33.729164,-84.407906
114096,114096,METROPOLITAN PKY SW@ROCKWELL ST SW,33.731632,-84.407898
114097,114097,METROPOLITAN PKY SW@GILLETTE AVE SW,33.73296,-84.40793
114098,114098,METROPOLITAN PKY SW@GILLETTE AVE SW,33.732925,-84.408325
114100,114100,METROPOLITAN PKY SW@SHELTON AVE SW,33.734077,-84.407982
114102,114102,METROPOLITAN PKY SW@CHRISTMAN ST SW,33.735695,-84.408012
114104,114104,METROPOLITAN PKY SW@BRONNER BROS WA,33.737442,-84.407921
114106,114106,MCDANIEL ST SW@FULTON ST SW,33.741352,-84.402786
114110,114110,MCDANIEL ST SW@517,33.739365,-84.402134
114112,114112,MCDANIEL ST SW@FULTON ST,33.739376,-84.402084
114114,114114,MCDANIEL ST SW@GLENN ST SW,33.738148,-84.401677
114116,114116,MCDANIEL ST SW@GLENN ST SW,33.738157,-84.40159
114124,114124,MCDANIEL ST SW@STEPHENS ST SW,33.734075,-84.401695
114130,114130,MCDANIEL ST SW@BERKELE ST SW,33.732937,-84.401573
114132,114132,MCDANIEL ST SW@ROCKWELL ST SW,33.732133,-84.401649
114134,114134,MCDANIEL ST SW@ROCKWELL ST SW,33.731999,-84.401736
114136,114136,MCDANIEL ST SW@GARDNER ST SW,33.73071,-84.401756
114138,114138,MCDANIEL ST SW@GARDNER ST SW,33.730251,-84.401512
114140,114140,MCDANIEL ST SW@MARY ST SW,33.729358,-84.401657
114142,114142,MCDANIEL ST SW@MARY ST SW,33.729141,-84.40152
114144,114144,MCDANIEL ST SW@ARTHUR ST SW,33.728176,-84.401678
114146,114146,MCDANIEL ST SW@ARTHUR ST SW,33.727833,-84.401527
114150,114150,OGLETHORPE AVE SW @ LEE ST SW,33.73569,-84.414301
114152,114152,OGLETHORPE AVE SW @ EVANS ST SW,33.735656,-84.415551
114158,114158,RALPH DAVID ABERNATH BLVD SW@LEE ST,33.73793,-84.414322
114166,114166,LEE ST SW@POOLE PL SW,33.738927,-84.413981
114168,114168,LEE ST SW@OAK ST SW,33.740429,-84.413837
114170,114170,WINDSOR ST@GLENN ST SW,33.73859,-84.39812
114236,114236,MCDANIEL ST@STEPHENS ST,33.734362,-84.401619
114238,114238,RALPH DAVID ABERNATH BLVD@METROPOL,33.738095,-84.408465
114900,114900,WEST END STATION,33.735899,-84.413542
115002,115002,PRYOR ST SW@RICHARDSON ST SW,33.740696,-84.394928
115004,115004,PRYOR ST SW@CRUMLEY ST SW,33.739694,-84.394814
115006,115006,PRYOR ST SW@GLENN ST SW,33.738018,-84.394943
115016,115016,PRYOR ST SW @ DOANE ST SW,33.730912,-84.393095
115018,115018,PRYOR ST SW@DOANE ST SW,33.731134,-84.39275
115024,115024,CENTRAL AVE SW@GLENN ST SW,33.738284,-84.393333
115034,115034,WINDSOR ST SW@RICHARDSON ST SW,33.740773,-84.398288
115036,115036,WINDSOR ST SW@CRUMLEY ST SW,33.73951,-84.39844
115038,115038,COOPER ST SW@BASS ST SW,33.73577,-84.39719
115040,115040,COOPER ST SW@LOVE ST SW,33.734595,-84.397312
115044,115044,COOPER ST SW@HENDRIX AVE SW,33.73244,-84.397172
115046,115046,HENDRIX AVE SW@218,33.732307,-84.395226
115048,115048,HENDRIX AVE SW@PRYOR ST SW,33.73229,-84.393813
115052,115052,PRYOR RD SW@RIDGE AVE SW,33.72734,-84.392918
115080,115080,RALPH DAVID ABERNATH BLVD@CENTRAL,33.736584,-84.393707
115082,115082,HANK AARON DR SE @ GEORGIA AVE SE,33.736542,-84.38781
115084,115084,GEORGIA AVE SE @ FRASER ST SE,33.736788,-84.386448
115102,115102,ORMOND ST SE@FRASER ST SE,33.731716,-84.386299
115106,115106,ATLANTA AVE SE@MARTIN ST SE,33.73016,-84.384567
115108,115108,ATLANTA AVE SE@GREENFIELD AVE SE,33.730211,-84.383494
115110,115110,ORMOND ST SE@CONNALLY ST SE,33.731716,-84.380773
115112,115112,ORMOND ST SE@GREENFIELD AVE SE,33.731689,-84.383118
115114,115114,ORMOND ST SE@MARTIN ST SE,33.731686,-84.384254
115122,115122,GEORGIA AVE SE @ MARTIN ST SE,33.736744,-84.384166
115124,115124,GEORGIA AVE SE @ AMI ST SE,33.736693,-84.382027
115128,115128,ATLANTA AVE SE@FRASER ST SE,33.730175,-84.386452
115130,115130,GEORGIA AVE SE@AMI ST SE,33.736799,-84.381981
115132,115132,GEORGIA AVE SE@MARTIN ST SE,33.736861,-84.384046
115136,115136,GEORGIA AVE SE @ FRASER ST SE,33.736904,-84.386242
115138,115138,WINDSOR ST SW@RICHARDSON ST SW,33.740486,-84.398117
115140,115140,WINDSOR ST SW@CRUMLEY ST SW,33.739212,-84.398117
115144,115144,COOPER ST @ RALPH D ABERNATHY BLVD,33.73656,-84.39695
115146,115146,COOPER ST SW@BASS ST SW,33.735546,-84.397001
115148,115148,COOPER ST SW@LOVE ST SW,33.735009,-84.396956
115150,115150,COOPER ST SW@DODD AVE SW,33.733395,-84.397011
115152,115152,COOPER ST@HENDRIX AVE,33.73241,-84.397018
115154,115154,HENDRIX AVE SW@PRYOR ST,33.732361,-84.394042
115156,115156,HENDRIX AVE SW@213,33.732387,-84.395454
115160,115160,PRYOR RD SW@RIDGE AVE SW,33.727242,-84.392776
115164,115164,HANK AARON DR@ORMOND ST SE,33.731434,-84.387987
115166,115166,HANK AARON DR@ORMOND ST SE,33.731518,-84.387779
115168,115168,HANK AARON DR@ATLANTA AVE SE,33.730584,-84.387976
115170,115170,HANK AARON DR@ATLANTA AVE SE,33.730057,-84.387794
115172,115172,HANK AARON DR@VANIRA AVE SE,33.72916,-84.38816
115174,115174,HANK AARON DR@VANIRA AVE SE,33.728989,-84.387825
115176,115176,HANK AARON DR@964,33.728348,-84.388199
115178,115178,HANK AARON DR@955,33.728317,-84.387802
115180,115180,HANK AARON DR SW@HAYGOOD AVE SW,33.726645,-84.388059
115182,115182,HANK AARON DR SW@HAYGOOD AVE SW,33.726493,-84.387983
115184,115184,COOPER ST@RALPH DAVID ABERNATH BLV,33.737022,-84.397362
115186,115186,HANK AARON DR @ BASS ST,33.735317,-84.387802
115188,115188,HANK AARON DR @ BILL LUCAS DR SE,33.734406,-84.387848
115190,115190,HANK AARON DR SW@LITTLE ST SE,33.732845,-84.387749
115192,115192,HANK AARON DR @ RALPH D ABERNATHY BLVD,33.737136,-84.387883
115194,115194,CAPITOL AVE @ FULTON ST,33.742014,-84.387822
115204,115204,HANK AARON DR SW @ LITTLE ST SE,33.733384,-84.388108
115206,115206,COOPER ST@DODD AVE,33.733317,-84.397129
115208,115208,GLENN ST@COOPER ST,33.738,-84.39725
115214,115214,ATLANTA AVE@HANK AARON DR,33.730317,-84.387537
115216,115216,ORMOND ST@ CREW ST,33.731809,-84.389379
115218,115218,POLLARD BLVD @ RALPH D ABERNATHY BLVD,33.73564,-84.390667
115220,115220,POLLARD BLVD@LITTLE ST,33.732963,-84.390825
115222,115222,HANK AARON DR SW @ BILL LUCAS DR SW,33.734218,-84.387924
116009,116009,BOULEVARD SE@DELMAR AVE SE,33.732342,-84.368348
116010,116010,BOULEVARD SE@ATLANTA AVE SE,33.730515,-84.36838
116040,116040,CONFEDERATE AVE SE@EDIE AVE SE,33.72756,-84.363228
116042,116042,CONFEDERATE AVE SE@CHARLES BANK AVE,33.729287,-84.364348
116044,116044,CONFEDERATE AVE SE@ATLANTA AVE SE,33.730206,-84.364511
116046,116046,CONFEDERATE AVE SE@DELMAR AVE SE,33.732071,-84.364675
116054,116054,HILL ST SE@1059,33.725558,-84.378669
116060,116060,ORMEWOOD AVE SE@CONFEDERATE AVE SE,33.733467,-84.36499
116062,116062,ORMEWOOD AVE SE@MARION AVE SE,33.733905,-84.366056
116064,116064,ORMEWOOD AVE SE@MARION AVE SE,33.734067,-84.366209
116066,116066,ORMEWOOD AVE SE@ROSEDALE AVE SE,33.734048,-84.367165
116068,116068,ORMEWOOD AVE SE@BOULEVARD SE,33.733837,-84.36821
116070,116070,ORMEWOOD AVE SE @ BOULEVARD SE,33.734129,-84.367882
116072,116072,CHEROKEE AVE @ GRANT PARK PL,33.73232,-84.37354
116074,116074,ATLANTA AVE SE@CONNALLY ST SE,33.730256,-84.380866
116076,116076,ATLANTA AVE SE@GRANT TER SE,33.730114,-84.380043
116077,116077,ATLANTA AVE SE @ HILL ST SE,33.730257,-84.37877
116084,116084,CHEROKEE AVE @ ORMOND ST,33.731219,-84.373533
116086,116086,CHEROKEE AVE SE @ BASS ST SE,33.734798,-84.373556
116092,116092,ORMOND ST SE@GRANT TER SE,33.73159,-84.379814
116093,116093,GEORGIA AVE SE @ GRANT TER SE,33.73665,-84.379971
116094,116094,GEORGIA AVE SE @ HILL ST SE,33.736675,-84.378492
116100,116100,CHEROKEE AVE SE @ BASS ST SE,33.734896,-84.373643
116102,116102,CHEROKEE AVE SE @ AUGUSTA AVE SE,33.73375,-84.373653
116104,116104,CHEROKEE AVE SE @ GRANT PARK PL SE,33.733133,-84.373816
116106,116106,CHEROKEE AVE @ ORMOND ST,33.731423,-84.373652
116116,116116,GEORGIA AVE SE @ GRANT TER SE,33.736755,-84.379753
116122,116122,ATLANTA AVE SE @ PARK AVE SE,33.730117,-84.370576
116124,116124,ATLANTA AVE SE@PARK AVE SE,33.730207,-84.370413
116128,116128,CHEROKEE AVE SE @ AUGUSTA AVE SE,33.733634,-84.373566
116132,116132,ATLANTA AVE @ CHEROKEE AVE,33.730161,-84.373325
117002,117002,GLENWOOD AVE SE@BROWNWOOD AVE SE,33.740149,-84.348071
117004,117004,MORELAND AVE SE@BURNS ST SE,33.726524,-84.349709
117006,117006,MORELAND AVE SE@LYNDALE DR SE,33.727564,-84.349426
117007,117007,MORELAND AVE SE@STONEYBROOK DR,33.729077,-84.349415
117008,117008,MORELAND AVE SE@EDEN AVE SE,33.730133,-84.349405
117010,117010,MORELAND AVE SE@DELAWARE AVE SE,33.731905,-84.349394
117012,117012,MORELAND AVE SE@GRACEWOOD AVE SE,33.732863,-84.349384
117014,117014,MORELAND AVE SE@ORMEWOOD AVE SE,33.734098,-84.349373
117016,117016,MORELAND AVE SE@HALL ST SE,33.73502,-84.349363
117018,117018,MORELAND AVE SE@BERNE ST SE,33.736041,-84.34933
117020,117020,MORELAND AVE SE@WOODLAND AVE SE,33.737589,-84.34932
117022,117022,MORELAND AVE SE@PORTLAND AVE SE,33.7392,-84.349321
117024,117024,GLENWOOD AVE SE@HEMLOCK CIR SE,33.74049,-84.351166
117026,117026,GLENWOOD AVE SE@STOVALL ST SE,33.740005,-84.354172
117028,117028,GLENWOOD AVE SE@GLENWOOD PL SE,33.739857,-84.35508
117030,117030,GLENWOOD AVE SE @ BILL KENNEDY WAY SE,33.739789,-84.358125
117034,117034,GLENWOOD AVE SE@HAMILTON ST SE,33.739709,-84.356321
117036,117036,GLENWOOD AVE SE@GLENWOOD PL SE,33.739717,-84.355043
117038,117038,GLENWOOD AVE SE@STOVALL ST SE,33.739888,-84.354234
117040,117040,GLENWOOD AVE SE@HEMLOCK CIR SE,33.74039,-84.351332
117042,117042,GLENWOOD AVE SE @ MORELAND AVE SE,33.740221,-84.348767
117044,117044,GLENWOOD AVE SE @ MORELAND AVE SE,33.740337,-84.349386
117098,117098,MORELAND AVE SE@BEECHVIEW DR SE,33.726089,-84.349319
117100,117100,MORELAND AVE SE@LYNDALE DR SE,33.72731,-84.349319
117102,117102,MORELAND AVE SE@DELAWARE AVE SE,33.731851,-84.349297
117104,117104,MORELAND AVE SE@GRACEWOOD AVE SE,33.732777,-84.349281
117106,117106,MORELAND AVE SE@ORMEWOOD AVE SE,33.733803,-84.349243
117108,117108,MORELAND AVE SE@HALL ST SE,33.734894,-84.349236
117110,117110,MORELAND AVE SE@BERNE ST SE,33.736067,-84.349254
117112,117112,MORELAND AVE SE@WOODLAND AVE SE,33.737527,-84.349244
117114,117114,MORELAND AVE SE@PORTLAND AVE,33.738838,-84.349197
117116,117116,MORELAND AVE SE@GLENWOOD AVE SE,33.739948,-84.349152
117118,117118,MORELAND AVE SE@METROPOLITAN AVE SE,33.74122,-84.34914
117120,117120,MORELAND AVE SE@MCPHERSON AVE SE,33.743073,-84.349091
117121,117121,MORELAND AVE SE@MEMORIAL DR SE,33.747561,-84.34916
117122,117122,MORELAND AVE@STONEYBROOK DR,33.728714,-84.349251
117123,117123,MORELAND AVE SE@MERLIN AVE SE,33.749315,-84.34915
117124,117124,MORELAND AVE@EDEN AVE,33.730061,-84.349296
117125,117125,MORELAND AVE SE@KIRKWOOD AVE SE,33.75013,-84.349139
117127,117127,MORELAND AVE SE@WYLIE ST SE,33.75226,-84.3491
117129,117129,MORELAND AVE SE@HOSEA L WILLIAMS DR,33.753504,-84.349173
117131,117131,MORELAND AVE NE@HARDEE ST NE,33.755366,-84.349119
118002,118002,BOAT ROCK RD SW @ 5760,33.723916,-84.573987
118005,118005,LAGRANGE BLVD@6070,33.71972,-84.59055
118006,118006,BOAT ROCK RD SW @ WESTCHASE LN,33.724327,-84.577538
118010,118010,BOAT ROCK RD @ FULTON INDUSTRIAL BLVD,33.724538,-84.582392
118012,118012,FULTON INDUSTRIAL BLVD@BOAT ROCK R,33.726561,-84.581301
118014,118014,LAGRANGE BLVD@XAVIER DR,33.724529,-84.590324
118016,118016,LAGRANGE BLVD@EMMANUEL DR,33.722687,-84.590446
118018,118018,LAGRANGE BLVD@DUQUESNE DR,33.715454,-84.590446
118036,118036,FULTON INDUSTRIAL BLVD@6095,33.713367,-84.58845
118040,118040,FULTON IND BLVD @ TRADEWATER PKY,33.710708,-84.591185
118050,118050,FULTON INDUSTRIAL BLVD@PLUMMER RD,33.720752,-84.585061
118052,118052,FULTON INDUSTRIAL BLVD@BOAT ROCK R,33.725821,-84.582613
118090,118090,FULTON INDUSTRIAL BLVD@RIVERSIDE D,33.712143,-84.589746
118092,118092,FULTON INDUSTRIAL BLVD@CAMP CREEK,33.728121,-84.576629
118094,118094,LAGRANGE BLVD@6040,33.721117,-84.590413
119002,119002,BOAT ROCK RD SW @ REYNOLDS RD SW,33.723739,-84.572353
120012,120012,CASCADE RD SW@KIMBERLY RD SW,33.72552,-84.515609
120016,120016,CASCADE RD SW@KIMBERLY RD SW,33.725967,-84.515816
120018,120018,CASCADE RD SW@OLD CASCADE RD SW,33.724076,-84.511954
120024,120024,KIMBERLY RD@FAIRLY WAY,33.718582,-84.521362
120026,120026,KIMBERLY RD@CASCADE RD,33.725181,-84.515304
120028,120028,KIMBERLY RD@CASCADE RD,33.725038,-84.51514
120030,120030,CASCADE AVE SW@3515,33.723193,-84.504497
120032,120032,CASCADE RD@RESEARCH CENTER ATLA DR,33.723303,-84.506875
120034,120034,CASCADE RD@3675,33.723696,-84.50878
120035,120035,CASCADE RD @ FAIRBURN RD,33.723912,-84.510993
120036,120036,FAIRBURN RD@CASCADE RD,33.7239,-84.510399
120038,120038,FAIRBURN RD@1225,33.720871,-84.508713
120040,120040,FAIRBURN RD@UTOY SPRINGS RD,33.720066,-84.508171
120042,120042,FAIRBURN RD@VILLAGE DR,33.718227,-84.50853
120044,120044,FAIRBURN RD@GARRISON DR,33.713909,-84.507263
120046,120046,FAIRBURN RD@MELVIN DR,33.710297,-84.506485
120048,120048,FAIRBURN RD SW@MELVIN DR SW,33.708176,-84.507454
120050,120050,FAIRBURN RD SW@HERITAGE VALLEY RD S,33.705818,-84.50695
120052,120052,FAIRBURN RD SW@INGLEDALE DR SW,33.705044,-84.506752
120054,120054,FAIRBURN RD SW@GLENVIEW CIR SW,33.703342,-84.506523
120056,120056,FAIRBURN RD SW@MT GILEAD RD SW,33.701454,-84.506645
120058,120058,BARGE RD SW@FAIRBURN RD SW,33.69849,-84.507172
120064,120064,FAIRBURN RD SW@HILL ACRES RD SW,33.699631,-84.50666
120066,120066,FAIRBURN RD SW@MT GILEAD RD SW,33.701122,-84.506035
120068,120068,FAIRBURN RD SW@HERITAGE VALLEY RD S,33.706005,-84.506485
120070,120070,FAIRBURN RD SW@MELVIN DR SW,33.708349,-84.507021
120072,120072,FAIRBURN RD SW@GARRISON DR SW,33.712463,-84.505722
120074,120074,FAIRBURN RD SW@VILLAGE DR,33.714798,-84.507103
120076,120076,FAIRBURN RD SW@VILLAGE DR SW,33.71596,-84.50797
120078,120078,FAIRBURN RD SW@UTOY SPRINGS RD,33.718296,-84.507881
120080,120080,FAIRBURN RD SW@UTOY SPRINGS RD SW,33.72069,-84.508175
120084,120084,CASCADE RD SW@FAIRBURN RD SW,33.723471,-84.509529
120086,120086,CASCADE RD SW@UTOY SPRINGS RD SW,33.722992,-84.50692
120088,120088,CASCADE RD@UTOY SPRINGS RD,33.722861,-84.50492
120090,120090,COUNTY LINE RD SW @ WILSON JAMES RD SW,33.697979,-84.535795
120092,120092,COUNTY LINE RD SW@2056,33.69989,-84.536271
120094,120094,COUNTY LINE RD SW@2000,33.7018,-84.536472
120096,120096,COUNTY LINE RD SW @ 1947,33.703662,-84.536758
120098,120098,COUNTY LINE RD SW @ GREENBRIAR TRL SW,33.705509,-84.536774
120100,120100,COUNTY LINE RD SW @ REGENCY TRCE SW,33.70802,-84.536275
120102,120102,NISKEY LAKE RD @ LAKE COVE WAY SW,33.708348,-84.532619
120104,120104,NISKEY LAKE RD @ NISKEY OVERLOOK,33.707486,-84.530636
120106,120106,NISKEY LAKE RD SW@1760,33.706569,-84.529189
120108,120108,NISKEY LAKE RD SW@LYON BLVD,33.705239,-84.529325
120110,120110,NISKEY LAKE RD SW@1883,33.703413,-84.529298
120112,120112,NISKEY LAKE RD SW@BROOKS RD SW,33.700496,-84.528682
120116,120116,FAIRBURN RD@GLENVIEW CIR,33.703224,-84.505974
120118,120118,FAIRBURN RD@VILLAGE DR,33.71625,-84.508478
120120,120120,FAIRBURN RD@GARRISON DR,33.712748,-84.506289
120122,120122,FAIRBURN RD@INGLEDALE DR,33.704958,-84.506264
120126,120126,FAIRBURN RD@CASCADE RD,33.723242,-84.509723
120244,120244,FAIRBURN RD@GARRISON DR,33.71032,-84.505914
120246,120246,FAIRBURN RD@CASCADE RD,33.721736,-84.508784
120248,120248,FAIRBURN RD@UTOY SPRINGS RD,33.72171,-84.50909
120250,120250,NISKEY LAKE RD @ COUNTY LINE RD,33.710214,-84.535009
121001,121001,CASCADE RD @ LYNHURST DR,33.71991,-84.48788
121010,121010,CAMPBELLTON RD SW@MAXWELL DR SW,33.697819,-84.483368
121011,121011,MEMORIAL DR @ LAUREN PKY,33.800453,-84.196202
121012,121012,CAMPBELLTON RD SW@HARBIN RD SW,33.700771,-84.479286
121013,121013,N HAIRSTON RD@FELLSRIDGE DR,33.805731,-84.193528
121014,121014,CAMPBELLTON RD SW@HARBIN RD SW,33.7015,-84.478218
121015,121015,N HAIRSTON RD@OLD HIGHGATE ENTRY,33.810099,-84.193575
121016,121016,CAMPBELLTON RD SW@DODSON DR SW,33.70208,-84.476357
121017,121017,N HAIRSTON RD@SUMMERVIEW DR,33.813482,-84.193548
121018,121018,CAMPBELLTON RD SW@DODSON DR,33.702408,-84.474968
121019,121019,N HAIRSTON RD @ CHATFIELD DR N,33.817371,-84.193405
121020,121020,CAMPBELLTON RD SW@MARVIN LN SW,33.702412,-84.473122
121021,121021,N HAIRSTON RD@SUMMIT LAKE DR,33.821144,-84.194155
121022,121022,CAMPBELLTON RD SW@RENA CIR SW,33.702301,-84.471489
121023,121023,N HAIRSTON RD @ PONCE DE LEON AVE,33.825764,-84.195747
121024,121024,CAMPBELLTON RD SW@WELLS DR SW,33.702259,-84.469627
121026,121026,CAMPBELLTON RD SW@WELLS DR SW,33.70268,-84.469326
121028,121028,CAMPBELLTON RD SW@RENA CIR SW,33.702616,-84.471118
121030,121030,CAMPBELLTON RD SW@SANDRINGHAM DR SW,33.70265,-84.472379
121032,121032,CAMPBELLTON RD SW@DODSON DR,33.702509,-84.475952
121034,121034,CAMPBELLTON RD SW@2775,33.701797,-84.478493
121036,121036,CAMPBELLTON RD SW@HARBIN RD,33.700611,-84.480202
121040,121040,CAMPBELLTON RD SW@MAXWELL DR SW,33.698348,-84.483234
121042,121042,LYNHURST DR SW@VALLEYDALE DR SW,33.726246,-84.488503
123072,123072,CAMPBELLTON RD SW@OAKLAND DR SW,33.717373,-84.427602
123094,123094,SYLVAN RD SW@BYRON DR SW,33.71258,-84.418178
123124,123124,SYLVAN RD SW@BYRON DR SW,33.71292,-84.418092
123126,123126,OAKLAND DR SW@ALMONT DR SW,33.726002,-84.42749
123128,123128,ALMONT DR SW@INDALE PL SW,33.725906,-84.428345
123130,123130,ALMONT DR SW@EDGEFIELD DR SW,33.725929,-84.42939
123132,123132,ALMONT DR SW@WYLAND DR SW,33.725975,-84.430664
123134,123134,WYLAND DR SW@BLUEFIELD DR SW,33.72514,-84.431091
123136,123136,WYLAND DR SW@LANVALE DR SW,33.724239,-84.431145
123138,123138,WYLAND DR SW@LYNFORD DR SW,33.72327,-84.431107
123140,123140,WYLAND DR SW@AVON AVE SW,33.722404,-84.430984
123142,123142,AVON AVE SW@LORENZO DR SW,33.72245,-84.432465
123144,123144,AVON AVE SW@EPWORTH ST SW,33.722027,-84.431168
123146,123146,WYLAND DR SW@EDGEFIELD DR SW,33.722939,-84.430595
123148,123148,WYLAND DR SW@LANVALE DR SW,33.724049,-84.430695
123150,123150,WYLAND DR SW@BLUEFIELD DR SW,33.724922,-84.43071
123152,123152,WYLAND DR SW@ALMONT DR SW,33.725616,-84.430679
123154,123154,ALMONT DR SW@EDGEFIELD DR SW,33.72559,-84.429932
123156,123156,ALMONT DR SW@INDALE PL SW,33.725582,-84.428764
123158,123158,ALMONT DR@OAKLAND DR,33.725563,-84.427597
123160,123160,OAKLAND DR SW@LADD ST SW,33.727169,-84.427109
123202,123202,LANGSTON AVE@DECKNER AVE,33.713926,-84.424417
123204,123204,LANGSTON AVE@HOOD DR,33.712641,-84.423766
123900,123900,LEE ST SW@1356,33.717407,-84.426301
123901,123901,OAKLAND CITY STATION,33.717802,-84.425782
124008,124008,METROPOLITAN PKY SW@ERIN AVE SW,33.719791,-84.408035
124010,124010,METROPOLITAN PKY SW@DILL AVE SW,33.71851,-84.40798
124050,124050,METROPOLITAN PKY SW@1577,33.711692,-84.407996
124052,124052,METROPOLITAN PKY SW@DECKNER AVE SW,33.714423,-84.407956
124054,124054,METROPOLITAN PKY SW@GENESSEE AVE SW,33.716171,-84.408058
124056,124056,METROPOLITAN PKY SW@SHANNON DR SW,33.717251,-84.408058
124058,124058,METROPOLITAN PKY SW@UNIVERSITY AVE,33.722172,-84.408028
124060,124060,METROPOLITAN PKY SW@LEXINGTON AVE S,33.723442,-84.408066
124062,124062,METROPOLITAN PKY SW@MAYLAND AVE SW,33.724873,-84.408107
124064,124064,METROPOLITAN PKY SW@FLETCHER ST SW,33.725582,-84.408073
124068,124068,METROPOLITAN PKY SW@DECKNER AVE SW,33.713963,-84.407806
124070,124070,METROPOLITAN PKY SW@LYNNHAVEN DR SW,33.715893,-84.407776
